applicant_ref,income,loan_amount,tenure_months,employment_type,credit_history_months,existing_emi,dti_ratio,credit_utilization,num_delinquencies_24m,age_band,defaulted
app_018361,12588.26,6031.01,48,salaried,150,113.16,0.2372,0.3594,0,36-45,0
app_018362,18833.24,9958.33,24,self_employed,41,53.69,0.3197,0.3278,1,18-25,0
app_018363,60627.13,5712.29,84,self_employed,101,1039.02,0.2202,0.4649,0,36-45,0
app_018364,24907.33,14994.35,60,self_employed,29,494.86,0.3685,0.8124,0,26-35,1
app_018365,34590.43,32275.21,60,self_employed,79,510.43,0.3786,0.5741,0,26-35,0
app_018366,104682.8,7830.03,36,self_employed,194,2280.01,0.2883,0.4653,0,65+,0
app_018367,51405.41,11854.8,84,salaried,138,947.68,0.2568,0.2999,0,36-45,0
app_018368,11141.38,26386.54,60,salaried,0,182.47,0.7081,0.6513,2,18-25,1
app_018369,80394.36,34708.8,36,salaried,40,1006.54,0.3057,0.1217,0,26-35,0
app_018370,39430.93,16477.71,60,salaried,160,0.0,0.0903,0.3127,0,46-55,0
app_018371,44494.25,7753.86,60,salaried,112,565.02,0.19,0.1986,0,26-35,0
app_018372,42928.6,13463.35,60,unemployed,226,66.64,0.0864,0.4591,0,65+,1
app_018373,60014.77,12632.71,24,salaried,135,751.99,0.264,0.2216,0,36-45,0
app_018374,34757.21,11337.87,48,contract,30,0.0,0.0881,0.4844,1,18-25,0
app_018375,16076.88,7384.71,48,self_employed,148,169.78,0.2507,0.3905,0,36-45,0
app_018376,43388.05,25082.31,24,salaried,140,752.75,0.5204,0.7038,1,46-55,0
app_018377,16983.55,13247.79,60,self_employed,112,0.0,0.1685,0.2325,1,36-45,0
app_018378,98629.28,5463.84,12,self_employed,175,1678.38,0.264,0.5998,0,56-65,0
app_018379,29757.08,23030.23,24,unemployed,161,161.73,0.4832,0.1991,1,56-65,1
app_018380,35296.63,44496.1,60,salaried,74,534.55,0.454,0.2283,3,26-35,0
app_018381,25038.9,19259.43,84,salaried,33,274.8,0.2504,0.385,0,18-25,0
app_018382,43762.92,8816.55,24,self_employed,75,476.44,0.2394,0.3779,0,26-35,0
app_018383,46625.41,57931.89,48,salaried,30,1060.66,0.6085,0.5672,0,36-45,0
app_018384,25002.06,16038.91,48,salaried,71,459.3,0.3937,0.2777,0,36-45,0
app_018385,46592.05,25891.52,36,salaried,46,0.0,0.2001,0.5893,1,26-35,0
app_018386,37693.74,12897.23,48,unemployed,160,206.84,0.1582,0.3942,0,65+,0
app_018387,34450.27,11021.05,48,contract,33,281.57,0.1845,0.7654,0,26-35,0
app_018388,24020.29,25265.3,60,salaried,154,570.99,0.5124,0.4379,0,46-55,0
app_018389,129691.46,9118.21,84,salaried,179,1162.01,0.1184,0.4382,0,56-65,0
app_018390,69601.09,12562.2,24,salaried,54,235.01,0.138,0.4798,0,18-25,0
app_018391,54208.86,15178.82,24,unemployed,88,522.75,0.2669,0.3416,1,26-35,0
app_018392,67478.63,34911.37,48,salaried,91,537.8,0.2353,0.2087,1,26-35,0
app_018393,42828.1,7007.09,48,salaried,170,329.97,0.1366,0.2994,0,56-65,0
app_018394,29967.46,30830.1,48,salaried,102,385.69,0.4322,0.083,2,26-35,0
app_018395,8487.2,25932.62,60,salaried,152,158.29,0.8838,0.4341,0,56-65,0
app_018396,18574.73,23185.23,84,self_employed,136,320.23,0.3995,0.4538,1,36-45,0
app_018397,119463.24,24802.34,48,salaried,124,3036.53,0.3611,0.5994,0,36-45,0
app_018398,68741.65,8279.34,60,self_employed,189,1124.15,0.2223,0.5879,0,56-65,0
app_018399,40589.93,7024.28,48,salaried,96,700.71,0.2539,0.6221,0,36-45,0
app_018400,15250.31,5482.51,120,self_employed,113,218.39,0.2107,0.4088,0,46-55,0
app_018401,51489.16,12890.24,36,salaried,97,382.27,0.1792,0.8803,1,36-45,0
app_018402,31165.77,19553.44,36,salaried,0,252.6,0.3231,0.6357,0,18-25,0
app_018403,53309.87,8996.52,60,unemployed,56,197.92,0.081,0.2338,0,18-25,0
app_018404,19701.41,22940.65,24,contract,46,0.0,0.6288,0.4169,0,26-35,0
app_018405,27737.15,14699.88,84,salaried,120,474.87,0.2872,0.6537,0,46-55,0
app_018406,59089.71,16233.58,60,self_employed,6,869.8,0.236,0.2502,0,26-35,0
app_018407,104851.14,23427.7,60,self_employed,65,271.06,0.0793,0.8596,0,36-45,0
app_018408,25282.25,16305.19,36,contract,103,381.63,0.4133,0.7674,0,18-25,0
app_018409,20956.69,7956.09,48,salaried,77,311.37,0.2808,0.8561,0,36-45,0
app_018410,63741.26,41322.47,120,salaried,163,1161.89,0.2888,0.5159,1,46-55,1
app_018411,18161.24,22464.24,24,self_employed,58,168.83,0.7795,0.6134,0,36-45,0
app_018412,18893.73,8299.29,36,unemployed,164,125.39,0.2378,0.5926,0,65+,0
app_018413,42035.28,14248.0,84,contract,23,298.45,0.1375,0.4894,0,18-25,0
app_018414,114362.33,17954.29,60,salaried,26,2187.88,0.2635,0.1165,0,18-25,0
app_018415,22769.28,7913.12,24,contract,78,451.04,0.4254,0.2181,1,36-45,0
app_018416,29632.71,25886.68,48,salaried,60,160.1,0.3007,0.2924,0,26-35,0
app_018417,38608.09,8281.98,36,salaried,108,488.96,0.2292,0.2061,1,46-55,0
app_018418,28001.28,44960.53,84,self_employed,168,262.15,0.3601,0.2646,2,46-55,0
app_018419,13742.4,28433.24,60,contract,84,107.52,0.5408,0.6732,1,18-25,0
app_018420,56448.07,10782.89,48,salaried,199,895.29,0.2419,0.6529,0,56-65,0
app_018421,40234.45,8555.97,36,contract,0,550.98,0.2409,0.4403,0,18-25,0
app_018422,44434.7,17661.93,48,salaried,145,0.0,0.1073,0.347,1,46-55,0
app_018423,33592.66,7010.3,84,contract,42,479.48,0.2035,0.456,0,26-35,0
app_018424,83470.32,14619.71,36,salaried,114,2058.34,0.359,0.3251,0,46-55,0
app_018425,27515.47,16019.65,48,unemployed,45,349.12,0.3095,0.3067,0,18-25,0
app_018426,20082.87,20320.66,36,unemployed,171,486.97,0.6552,0.5979,1,56-65,1
app_018427,90675.17,29223.4,120,unemployed,171,1358.15,0.2145,0.2078,0,56-65,0
app_018428,10837.41,26957.08,36,salaried,97,314.67,1.2439,0.5336,0,36-45,1
app_018429,33369.95,28943.96,36,salaried,69,973.35,0.6623,0.4048,1,36-45,0
app_018430,34838.24,20343.71,120,salaried,65,1015.8,0.413,0.8157,0,36-45,0
app_018431,34098.08,17852.93,48,salaried,87,620.14,0.3596,0.3301,1,36-45,0
app_018432,15472.72,10915.96,84,contract,90,224.56,0.283,0.3373,0,36-45,0
app_018433,18924.74,5000.0,84,self_employed,108,40.77,0.0666,0.4592,0,36-45,0
app_018434,61506.29,17672.49,24,unemployed,194,71.06,0.169,0.255,2,56-65,0
app_018435,77803.14,7824.32,84,unemployed,90,1877.28,0.3051,0.6321,0,36-45,1
app_018436,28867.72,17400.08,60,unemployed,65,156.34,0.1952,0.3529,1,26-35,0
app_018437,21766.67,5000.0,12,salaried,195,550.26,0.5514,0.3294,2,56-65,0
app_018438,13607.34,7830.57,48,unemployed,52,86.03,0.2312,0.5686,0,26-35,0
app_018439,60919.79,10290.29,48,salaried,72,0.0,0.0456,0.0501,0,26-35,0
app_018440,62931.73,108388.44,36,unemployed,210,336.89,0.6843,0.5515,0,65+,0
app_018441,8000.0,10383.27,48,contract,50,5.93,0.3593,0.4207,0,26-35,0
app_018442,9574.4,12488.01,36,salaried,0,235.64,0.7649,0.3173,0,18-25,0
app_018443,39153.68,16818.39,60,salaried,67,400.48,0.2155,0.3835,1,36-45,0
app_018444,42040.96,26063.32,12,self_employed,199,419.12,0.7892,0.3691,1,56-65,0
app_018445,27930.36,10499.27,60,contract,0,226.72,0.1786,0.3969,0,18-25,0
app_018446,35663.32,5023.29,36,self_employed,149,439.19,0.1985,0.2139,1,36-45,0
app_018447,31698.31,6378.14,60,salaried,3,471.72,0.222,0.7191,1,18-25,0
app_018448,36847.22,13264.87,84,salaried,42,287.35,0.1491,0.52,1,36-45,1
app_018449,22125.8,40478.92,84,contract,43,0.0,0.2823,0.5556,2,26-35,0
app_018450,36071.62,8861.76,36,salaried,0,0.0,0.0884,0.445,1,26-35,0
app_018451,25061.75,25842.74,24,contract,116,115.17,0.612,0.2369,1,56-65,0
app_018452,23938.88,11976.54,60,salaried,98,1.84,0.109,0.3033,0,36-45,0
app_018453,13006.56,14437.91,36,unemployed,121,302.7,0.6789,0.0882,2,56-65,0
app_018454,32973.27,8117.87,84,unemployed,122,284.98,0.1417,0.542,0,56-65,0
app_018455,56479.64,20399.06,24,contract,169,0.0,0.195,0.5774,0,56-65,0
app_018456,30361.43,22918.57,36,salaried,134,484.97,0.4634,0.5415,0,46-55,0
app_018457,29899.12,5912.6,48,salaried,74,185.13,0.1277,0.2503,1,26-35,0
app_018458,72449.53,9850.13,48,salaried,174,1506.49,0.2862,0.5926,0,56-65,0
app_018459,63814.79,15109.72,48,self_employed,94,429.32,0.1447,0.6254,1,36-45,0
app_018460,94279.64,22187.4,60,salaried,77,854.11,0.1595,0.5122,0,26-35,0
app_018461,125667.76,67609.38,48,salaried,87,3920.91,0.5197,0.2263,0,26-35,0
app_018462,37523.32,10933.14,84,salaried,61,499.36,0.2046,0.7178,1,26-35,0
app_018463,19217.14,5000.0,60,salaried,111,243.05,0.208,0.4604,0,36-45,0
app_018464,27265.4,11443.16,24,contract,53,369.2,0.3891,0.0909,0,46-55,0
app_018465,49769.18,20033.91,84,salaried,82,357.94,0.1484,0.514,0,36-45,0
app_018466,80182.29,21684.41,24,salaried,103,2398.86,0.505,0.3353,1,26-35,0
app_018467,20396.64,14367.73,84,salaried,7,103.64,0.1697,0.5255,0,18-25,0
app_018468,41789.61,8515.53,12,self_employed,183,961.3,0.4961,0.5165,1,56-65,0
app_018469,23480.51,20295.99,48,salaried,102,222.79,0.3472,0.2103,0,36-45,0
app_018470,33501.32,17232.9,48,self_employed,77,291.72,0.2434,0.4771,1,36-45,0
app_018471,33226.82,18792.2,36,contract,145,246.69,0.2927,0.4226,0,46-55,0
app_018472,44786.07,10474.88,36,contract,154,0.0,0.0842,0.25,0,56-65,0
app_018473,111054.8,27067.19,36,salaried,81,1010.4,0.1969,0.7976,1,36-45,0
app_018474,47159.87,18257.55,36,salaried,80,913.11,0.3717,0.2942,1,36-45,0
app_018475,28669.57,15296.04,36,salaried,33,347.73,0.3376,0.0845,1,26-35,0
app_018476,26181.83,30398.84,36,contract,137,76.36,0.453,0.3709,0,56-65,1
app_018477,32696.94,13171.42,48,contract,81,575.59,0.32,0.5199,3,36-45,0
app_018478,22484.26,27733.33,36,contract,133,260.07,0.5828,0.385,2,46-55,1
app_018479,39214.7,11528.2,84,unemployed,12,399.33,0.1676,0.7411,0,18-25,0
app_018480,9641.39,8213.18,60,salaried,82,0.0,0.184,0.6165,0,36-45,0
app_018481,32332.99,16117.38,84,contract,136,233.05,0.1634,0.4287,3,26-35,0
app_018482,33772.27,5000.0,36,salaried,117,387.1,0.1908,0.6049,1,36-45,0
app_018483,19180.36,20045.29,84,salaried,82,217.02,0.297,0.1086,0,46-55,0
app_018484,29431.52,30250.81,36,self_employed,139,575.05,0.6045,0.159,0,46-55,0
app_018485,67235.29,69449.43,36,self_employed,68,0.0,0.3719,0.4976,0,26-35,0
app_018486,69956.38,30118.75,36,contract,273,354.39,0.2158,0.2073,0,56-65,0
app_018487,27086.04,48155.98,48,contract,70,261.2,0.5958,0.4196,0,26-35,0
app_018488,48432.04,19517.66,24,contract,159,781.88,0.4113,0.5398,1,36-45,0
app_018489,15927.84,37718.66,84,contract,47,206.32,0.5208,0.4668,1,26-35,0
app_018490,30856.81,18276.46,24,self_employed,36,331.66,0.4488,0.1106,0,26-35,0
app_018491,41230.89,38210.66,24,salaried,133,858.79,0.7504,0.3086,1,56-65,0
app_018492,84104.07,5000.0,48,salaried,50,3651.34,0.537,0.3223,0,18-25,0
app_018493,69985.38,8360.22,36,salaried,140,757.78,0.1729,0.6804,0,56-65,0
app_018494,40737.78,13050.23,36,salaried,40,1000.94,0.4102,0.6228,0,26-35,0
app_018495,21997.04,27700.63,48,contract,147,603.75,0.6694,0.12,1,46-55,0
app_018496,76663.7,25188.23,36,contract,14,566.75,0.207,0.1291,0,18-25,0
app_018497,30116.89,9279.42,12,self_employed,136,420.27,0.5002,0.6376,2,46-55,1
app_018498,46474.96,6970.63,24,salaried,130,0.0,0.081,0.4662,0,56-65,0
app_018499,33948.84,15073.96,36,self_employed,24,328.68,0.276,0.508,1,36-45,0
app_018500,108633.29,12300.49,48,contract,98,1922.69,0.243,0.4233,0,26-35,0
app_018501,25964.25,12790.57,60,salaried,166,250.1,0.222,0.3297,3,46-55,0
app_018502,60110.49,13817.31,48,salaried,124,830.97,0.228,0.3495,2,46-55,0
app_018503,34630.06,14190.1,36,contract,27,576.49,0.3473,0.1357,0,18-25,0
app_018504,49662.6,29154.72,48,salaried,103,738.88,0.337,0.4936,1,46-55,0
app_018505,88522.03,27949.33,120,self_employed,124,1292.54,0.2093,0.3242,1,46-55,0
app_018506,12058.02,12533.61,48,unemployed,204,178.37,0.4582,0.1162,1,46-55,0
app_018507,35032.65,12928.57,84,salaried,113,545.69,0.2439,0.7978,0,26-35,0
app_018508,22209.25,26300.62,120,salaried,104,310.68,0.2958,0.5187,2,36-45,0
app_018509,46404.54,19217.7,36,unemployed,146,315.78,0.2307,0.5331,0,65+,0
app_018510,53115.91,28500.21,36,salaried,111,150.55,0.2272,0.3634,0,36-45,0
app_018511,28035.8,22047.77,60,self_employed,88,355.4,0.322,0.2242,0,36-45,0
app_018512,27251.71,16018.28,60,salaried,191,192.8,0.2119,0.6697,0,65+,0
app_018513,40623.17,18438.46,36,salaried,59,990.22,0.4559,0.6477,0,26-35,0
app_018514,18029.01,5236.14,48,salaried,117,0.0,0.0784,0.6823,2,26-35,0
app_018515,43619.94,11198.01,48,contract,136,363.59,0.1693,0.1086,0,46-55,0
app_018516,23161.8,39493.79,84,salaried,161,427.85,0.4847,0.4356,1,46-55,0
app_018517,54366.67,30487.7,120,salaried,216,57.08,0.0732,0.8025,1,65+,0
app_018518,17591.4,14012.14,24,salaried,143,109.52,0.5048,0.1982,1,46-55,0
app_018519,26582.34,8380.24,24,salaried,80,252.12,0.2841,0.5637,1,26-35,0
app_018520,24025.58,24216.05,36,salaried,47,656.19,0.6906,0.3237,0,26-35,0
app_018521,30822.9,5109.9,84,contract,0,271.11,0.1311,0.1256,1,18-25,0
app_018522,77418.96,21752.21,120,unemployed,215,1254.52,0.2248,0.0517,0,56-65,0
app_018523,57831.11,16812.76,60,contract,14,630.85,0.1937,0.4846,0,26-35,0
app_018524,27894.19,13849.51,84,self_employed,104,248.36,0.1834,0.3662,0,36-45,0
app_018525,27880.86,30765.73,36,contract,150,654.69,0.679,0.1057,2,36-45,0
app_018526,59096.23,28067.96,36,salaried,70,199.15,0.2114,0.1576,0,26-35,1
app_018527,19145.51,25924.07,24,unemployed,78,248.98,0.8872,0.2697,0,26-35,1
app_018528,36765.31,41547.22,24,contract,114,510.0,0.7767,0.5149,1,36-45,0
app_018529,26025.45,11700.19,36,contract,59,601.3,0.4391,0.2381,3,18-25,1
app_018530,33043.2,11837.32,24,self_employed,244,354.74,0.3223,0.2575,0,65+,0
app_018531,56670.52,16982.31,24,contract,125,27.11,0.1676,0.1312,1,56-65,0
app_018532,25132.36,48189.04,84,unemployed,63,47.94,0.3187,0.8053,1,18-25,1
app_018533,62055.31,6084.13,60,self_employed,166,274.54,0.0743,0.6229,1,56-65,0
app_018534,121755.82,11877.71,36,salaried,37,2387.23,0.2704,0.3372,1,26-35,0
app_018535,50625.21,11261.38,24,self_employed,0,465.37,0.2304,0.2714,0,18-25,0
app_018536,34674.25,21971.15,36,contract,67,597.98,0.4351,0.4801,1,26-35,1
app_018537,68625.83,8212.65,24,unemployed,115,1838.22,0.3861,0.5322,0,46-55,0
app_018538,19734.72,16986.44,12,salaried,134,368.75,1.1538,0.3866,0,46-55,0
app_018539,83833.68,45585.61,60,salaried,59,1647.56,0.3533,0.2381,1,26-35,0
app_018540,24000.1,7773.07,84,salaried,140,358.43,0.2292,0.1524,0,46-55,0
app_018541,119665.03,9725.22,48,contract,155,543.66,0.0765,0.133,0,46-55,0
app_018542,24479.31,17606.36,84,salaried,167,722.31,0.465,0.1205,0,46-55,0
app_018543,52257.36,28278.75,36,contract,130,369.72,0.2797,0.3312,0,36-45,0
app_018544,15401.71,18282.56,120,salaried,177,311.13,0.3706,0.5222,1,46-55,0
app_018545,32296.42,29000.55,60,salaried,124,663.19,0.4404,0.6095,0,46-55,0
app_018546,20053.69,28755.29,60,salaried,38,28.9,0.327,0.4034,0,26-35,0
app_018547,16434.95,8265.19,24,salaried,129,0.97,0.2723,0.2744,0,46-55,0
app_018548,70476.57,14987.67,60,unemployed,45,1202.14,0.2506,0.1147,0,26-35,0
app_018549,18487.41,5000.0,120,salaried,92,77.87,0.0798,0.6036,0,46-55,0
app_018550,24238.8,22394.82,84,self_employed,124,587.07,0.4332,0.3213,1,46-55,0
app_018551,22733.96,58580.23,84,unemployed,80,175.76,0.4903,0.2365,2,26-35,0
app_018552,67969.52,11453.34,120,contract,96,1500.78,0.2832,0.2974,0,26-35,0
app_018553,63552.68,13503.22,36,unemployed,129,1371.61,0.3355,0.2126,0,46-55,0
app_018554,73032.68,10701.33,24,salaried,200,1095.08,0.2591,0.3395,1,56-65,0
app_018555,23563.29,39904.2,36,contract,168,280.16,0.7523,0.2905,1,56-65,0
app_018556,76288.72,24005.02,48,salaried,24,1282.61,0.2867,0.8065,0,36-45,0
app_018557,23453.11,13656.04,60,contract,19,260.64,0.2591,0.5497,1,26-35,0
app_018558,23978.71,7161.34,36,contract,72,243.91,0.2296,0.4214,1,26-35,0
app_018559,24728.21,13793.07,36,self_employed,77,50.49,0.2253,0.2585,0,46-55,0
app_018560,25228.49,8624.49,12,salaried,55,494.39,0.6044,0.4192,1,36-45,0
app_018561,34546.7,15328.23,36,self_employed,86,312.32,0.2682,0.5589,1,46-55,0
app_018562,22896.02,17794.18,36,contract,53,400.55,0.4897,0.1676,0,26-35,0
app_018563,41244.63,9737.03,84,salaried,31,689.68,0.2371,0.4242,0,18-25,0
app_018564,8645.82,12912.29,84,salaried,44,9.45,0.2435,0.2334,0,36-45,0
app_018565,41170.62,29436.92,36,salaried,118,651.86,0.4474,0.6996,0,36-45,0
app_018566,19943.85,11167.19,36,contract,96,365.91,0.4217,0.225,0,36-45,0
app_018567,25130.23,42201.07,36,salaried,20,319.87,0.7573,0.0443,1,26-35,0
app_018568,25466.18,22314.08,36,salaried,133,409.55,0.5084,0.3806,0,46-55,0
app_018569,61007.05,20122.47,36,contract,73,943.08,0.3042,0.3975,0,36-45,0
app_018570,47931.62,21721.41,36,salaried,108,1284.83,0.4848,0.2933,3,46-55,0
app_018571,33155.1,5000.0,12,contract,57,439.22,0.3218,0.5836,1,36-45,0
app_018572,24504.72,28675.48,60,self_employed,95,512.1,0.5035,0.3406,1,36-45,0
app_018573,55858.82,32985.59,36,salaried,124,20.13,0.2169,0.3002,1,46-55,0
app_018574,97449.59,22674.73,84,salaried,88,998.1,0.1588,0.6305,1,36-45,0
app_018575,35760.63,7100.06,84,salaried,92,622.24,0.2394,0.3067,1,36-45,0
app_018576,15076.99,21477.39,48,salaried,139,158.66,0.5109,0.1292,1,46-55,0
app_018577,24671.58,8782.62,48,salaried,17,418.0,0.2994,0.4188,0,18-25,0
app_018578,49393.24,25036.62,36,self_employed,108,846.34,0.3881,0.4322,0,56-65,0
app_018579,28467.2,23570.3,36,salaried,58,477.27,0.4993,0.2831,1,26-35,0
app_018580,22645.53,13107.47,48,unemployed,30,119.28,0.2195,0.5562,0,26-35,0
app_018581,22110.31,18991.51,60,salaried,165,362.54,0.3823,0.5817,0,46-55,0
app_018582,38193.6,19617.34,36,salaried,72,259.72,0.2665,0.7833,0,26-35,0
app_018583,15621.36,35204.31,36,unemployed,233,147.9,0.9249,0.3511,0,65+,1
app_018584,35629.84,21890.33,120,salaried,79,963.49,0.3909,0.197,0,36-45,0
app_018585,38126.17,9139.36,48,salaried,86,763.83,0.3051,0.4533,0,26-35,0
app_018586,28360.8,5685.84,60,salaried,0,371.67,0.2006,0.2893,1,18-25,0
app_018587,20464.08,37419.17,48,salaried,23,247.36,0.6388,0.2244,0,18-25,0
app_018588,63584.31,7433.95,48,contract,0,1245.82,0.2667,0.2009,1,18-25,0
app_018589,17447.84,8173.03,48,salaried,41,392.23,0.3962,0.302,1,18-25,0
app_018590,39934.75,12425.23,36,salaried,111,646.9,0.3064,0.3151,2,26-35,0
app_018591,54190.68,12556.08,36,contract,70,1199.9,0.3491,0.4847,0,26-35,0
app_018592,39644.37,6362.31,84,salaried,51,487.15,0.1722,0.145,1,36-45,0
app_018593,71478.35,16982.91,48,salaried,39,1230.28,0.2707,0.4677,0,26-35,0
app_018594,19448.64,7743.83,60,self_employed,115,150.71,0.179,0.5263,0,18-25,0
app_018595,23505.68,20698.03,84,contract,48,303.69,0.2909,0.2339,0,18-25,0
app_018596,28178.69,21936.16,36,self_employed,36,0.0,0.2802,0.4033,1,26-35,0
app_018597,221878.06,31653.57,120,salaried,87,1596.16,0.1017,0.3985,0,26-35,0
app_018598,48016.12,21494.09,36,salaried,63,388.72,0.2583,0.2378,0,26-35,0
app_018599,53223.7,24100.9,36,contract,138,628.44,0.3047,0.5335,0,26-35,0
app_018600,52017.86,6730.24,24,salaried,170,480.05,0.1806,0.4969,0,56-65,0
app_018601,37924.44,9961.98,60,salaried,52,0.0,0.0567,0.607,1,26-35,0
app_018602,64678.93,14891.06,48,contract,57,1425.2,0.3266,0.3054,0,26-35,0
app_018603,12982.18,27327.65,120,salaried,120,170.5,0.3849,0.5227,0,46-55,0
app_018604,42291.28,15849.17,36,salaried,74,740.96,0.3452,0.3644,1,36-45,0
app_018605,45959.67,13852.35,36,contract,0,802.95,0.3182,0.6265,0,18-25,0
app_018606,63592.88,23185.66,24,salaried,117,343.31,0.2617,0.0514,1,46-55,0
app_018607,19232.85,5166.41,36,salaried,155,196.85,0.2195,0.3113,1,46-55,0
app_018608,20027.3,8834.84,36,unemployed,196,292.46,0.334,0.261,0,65+,0
app_018609,20735.8,18155.85,12,salaried,150,335.43,1.1397,0.0556,2,56-65,0
app_018610,48401.02,16656.89,36,salaried,56,1051.87,0.3847,0.2475,0,36-45,0
app_018611,48782.24,21660.9,84,salaried,153,1126.71,0.3457,0.3099,0,46-55,0
app_018612,21538.73,19131.0,24,contract,144,537.73,0.7792,0.2542,0,36-45,0
app_018613,104073.43,20710.15,60,self_employed,142,1191.52,0.1804,0.2631,0,56-65,0
app_018614,42510.41,11510.82,24,salaried,76,0.0,0.1462,0.2393,0,36-45,0
app_018615,38883.03,36333.86,60,salaried,32,780.76,0.4428,0.2065,1,26-35,0
app_018616,32396.48,8654.31,24,contract,48,498.42,0.3289,0.7122,3,18-25,1
app_018617,60583.12,14137.98,60,unemployed,127,223.38,0.0947,0.6479,0,36-45,0
app_018618,44991.18,16635.47,36,self_employed,100,231.27,0.1948,0.5102,1,36-45,0
app_018619,102684.7,23917.94,12,self_employed,96,951.71,0.3628,0.3878,0,46-55,1
app_018620,18626.77,9327.99,36,unemployed,71,208.75,0.3148,0.0865,0,26-35,0
app_018621,15520.86,15517.8,24,salaried,139,92.36,0.6113,0.4443,0,46-55,0
app_018622,24172.43,30480.94,24,contract,34,447.58,0.9031,0.4881,0,18-25,1
app_018623,49234.15,16268.92,60,unemployed,64,872.48,0.284,0.3069,0,36-45,0
app_018624,28697.06,18015.54,48,contract,26,393.25,0.3339,0.4061,1,26-35,0
app_018625,73062.11,12967.43,60,salaried,11,262.95,0.0815,0.1746,1,26-35,0
app_018626,29247.32,16339.62,24,salaried,130,450.24,0.4864,0.5434,1,36-45,0
app_018627,65844.4,16033.93,36,salaried,95,662.08,0.2083,0.3489,0,26-35,0
app_018628,22996.13,20877.52,48,contract,11,0.0,0.2451,0.4378,0,26-35,0
app_018629,69611.09,7787.81,60,self_employed,108,1187.12,0.2288,0.1809,0,46-55,0
app_018630,77113.55,15024.43,36,self_employed,36,394.75,0.1316,0.2163,0,26-35,0
app_018631,26618.66,17745.76,48,contract,159,224.99,0.2814,0.257,0,46-55,0
app_018632,47536.78,26370.83,36,salaried,134,497.12,0.3252,0.3851,0,46-55,0
app_018633,42076.44,24374.56,60,unemployed,70,0.0,0.1251,0.476,0,18-25,0
app_018634,48251.82,37702.77,24,self_employed,159,773.99,0.6144,0.7131,1,56-65,0
app_018635,73602.94,16544.56,84,salaried,91,933.38,0.1869,0.7652,4,46-55,0
app_018636,62023.36,7469.3,84,contract,109,844.41,0.182,0.3571,0,46-55,0
app_018637,48183.02,15606.22,36,unemployed,104,333.96,0.1998,0.3624,0,46-55,0
app_018638,52296.19,6173.38,60,contract,127,777.49,0.2039,0.3889,1,36-45,0
app_018639,18068.08,6146.29,48,unemployed,261,275.26,0.2747,0.491,1,65+,0
app_018640,35507.32,11139.08,36,salaried,74,437.61,0.2608,0.592,1,26-35,0
app_018641,19814.57,18775.86,24,salaried,3,337.69,0.7162,0.5151,0,18-25,1
app_018642,35954.6,8574.4,120,salaried,139,425.37,0.1677,0.297,0,46-55,0
app_018643,67120.51,36251.15,60,salaried,11,0.0,0.1167,0.3619,1,26-35,0
app_018644,36174.88,18634.06,60,contract,89,300.37,0.2109,0.245,0,36-45,0
app_018645,9153.81,34332.28,48,salaried,9,82.44,1.1207,0.7034,2,26-35,0
app_018646,20419.8,46331.43,48,salaried,74,311.02,0.7954,0.7658,2,26-35,0
app_018647,49991.01,29493.18,84,contract,163,409.11,0.1892,0.2977,0,56-65,0
app_018648,26997.17,12225.91,36,self_employed,84,271.59,0.2837,0.381,0,26-35,0
app_018649,55888.51,8685.97,120,salaried,82,919.9,0.2143,0.2748,0,26-35,0
app_018650,18695.44,9244.66,60,contract,115,342.97,0.327,0.1444,1,46-55,1
app_018651,44799.19,17718.86,48,salaried,162,707.61,0.2963,0.1812,0,46-55,0
app_018652,46053.95,12516.82,84,self_employed,132,671.54,0.2169,0.1249,0,56-65,0
app_018653,56075.01,8758.14,36,salaried,139,853.8,0.2389,0.2356,1,26-35,0
app_018654,25327.21,23277.9,12,self_employed,127,789.44,1.3667,0.4107,0,56-65,1
app_018655,55764.14,22149.84,36,salaried,118,877.43,0.3318,0.3532,0,36-45,0
app_018656,83167.13,9382.17,24,contract,205,887.81,0.189,0.3225,1,56-65,0
app_018657,10404.75,11667.59,24,salaried,29,115.08,0.7383,0.2375,1,18-25,0
app_018658,37363.01,6735.59,12,salaried,29,904.21,0.4851,0.2812,1,26-35,0
app_018659,13446.95,17147.58,84,salaried,72,87.7,0.275,0.2761,1,36-45,0
app_018660,22626.84,12400.57,36,contract,65,277.72,0.3446,0.4341,0,36-45,0
app_018661,23665.75,29365.61,36,self_employed,23,416.13,0.6577,0.7041,2,18-25,0
app_018662,35012.2,16119.16,84,salaried,119,688.83,0.3071,0.3731,0,36-45,0
app_018663,44696.37,10275.83,36,self_employed,146,0.0,0.0828,0.3575,0,46-55,0
app_018664,59739.03,16381.03,12,contract,61,902.61,0.4775,0.3098,2,26-35,0
app_018665,41991.05,13555.75,60,self_employed,54,95.49,0.097,0.3992,1,36-45,0
app_018666,52601.25,10235.3,24,contract,111,1912.32,0.5413,0.31,0,26-35,0
app_018667,20066.87,14750.44,84,unemployed,162,204.13,0.2355,0.6085,0,56-65,0
app_018668,64936.32,7267.92,60,unemployed,84,613.18,0.1375,0.6841,0,36-45,0
app_018669,8000.0,17524.04,24,salaried,102,239.86,1.5427,0.5064,0,36-45,0
